SampleRowID,StationCode,SampleDate,SampleTime,SampleID,GearConditionCode,SampleWeight,TrapSampleType,Cone,DepthAdjust,Q_SID,Velocity,Area_sq_ft,volume,Acre_feet
19068,gate 8,1/13/12,13:16,13_12,n,1.029861111,N,1,47,11585,2.06395664,24,4407620.683,98.25115904
9592,gate 3,1/14/12,8:42,14_12,n,1.004166667,N,1,48,11323,1.92748227,24.6,4113817.698,94.04839107
14346,gate 6,1/14/12,10:02,14_12,n,1.007638889,N,0.5,48,11323,3.404113419,24.6,7290508.01,83.04911414
16505,gate 7,1/14/12,11:32,14_12,n,0.998611111,N,1,48,11323,2.610081967,24.6,5539867.654,127.3547433
19069,gate 8,1/14/12,12:50,14_12,n,0.981944444,N,1,48,11323,1.333255814,24.6,2782590.212,65.05406881
9593,gate 3,1/15/12,8:58,15_12,n,1.011111111,N,1,48,11282,2.109566667,24.6,4533576.902,102.9329058
14347,gate 6,1/15/12,10:32,15_12,n,1.020833333,N,0.5,48,11282,3.502333333,24.6,7599082.68,85.44535537
16506,gate 7,1/15/12,12:12,15_12,n,1.027777778,N,1,48,11282,3.076048387,24.6,6719566.181,150.0908238
19070,gate 8,1/15/12,13:14,15_12,n,1.016666667,N,1,47,11282,1.432083333,24,3019060.8,68.17190083
9594,gate 3,1/16/12,8:34,16_12,n,0.983333333,N,1,48,11203,2.113611111,24.6,4417481.04,103.1302479
14348,gate 6,1/16/12,9:49,16_12,n,0.970138889,N,0.5,47,11203,3.154651163,24,6346148.651,75.08591197
19071,gate 8,1/16/12,11:13,16_12,n,0.915972222,N,1,47,11203,1.598811475,24,3036718.564,76.10871156
9595,gate 3,1/17/12,8:16,17_12,n,0.9875,N,1,48,11141,2.110377358,24.6,4429411.947,102.9724622
14349,gate 6,1/17/12,9:35,17_12,n,0.990277778,N,0.5,47,11141,3.130633333,24,6428567.712,74.51424793
19072,gate 8,1/17/12,10:52,17_12,n,0.985416667,N,1,47,11141,1.521231884,24,3108424.383,72.41566655
9596,gate 3,1/18/12,8:31,18_12,n,1.010416667,N,1,48,11043,1.995114007,24.6,4284666.938,97.34837268
14350,gate 6,1/18/12,9:11,18_12,n,0.983333333,N,0.5,48,11043,3.549528302,24.6,7418570.943,86.59675659
19073,gate 8,1/18/12,9:57,18_12,n,0.961805556,N,1,47,11043,1.510072464,24,3011688.522,71.88444125
9597,gate 3,1/19/12,8:22,19_12,n,0.99375,N,1,48,10790,1.982444598,24.6,4187232.253,96.73018933
14351,gate 6,1/19/12,9:04,19_12,n,0.995138889,N,0.5,48,10790,3.303412829,24.6,6987074.902,80.59235265
16507,gate 7,1/19/12,9:42,19_12,n,0.895833333,N,1,48,10790,2.84987785,24.6,5426281.422,139.0551969
19074,gate 8,1/19/12,10:21,19_12,n,1.016666667,N,1,47,10790,1.689534884,24,3561809.86,80.4274457
9598,gate 3,1/20/12,10:00,20_12,n,1.068055556,N,1,47,11452,2.105833333,24,4663831.2,100.2446281
9599,gate 3,1/20/12,12:18,21.0_12,n,0.25,RMS,1,47,,1.810375,24,,
14352,gate 6,1/20/12,9:53,20_12,n,1.034027778,N,0.5,48,11452,3.424166667,24.6,7525510.23,83.53834711
14353,gate 6,1/20/12,12:24,21.0_12,n,0.25,RMS,0.5,48,,3.388291667,24.6,,
16508,gate 7,1/20/12,9:44,20_12,n,1.001388889,N,1,48,11452,3.002155172,24.6,6389763.052,146.4853235
16509,gate 7,1/20/12,12:36,21.0_12,n,0.25,RMS,1,48,,2.711625,24.6,,
19075,gate 8,1/20/12,10:05,20_12,n,0.988888889,N,1,48,11452,2.004625,24.6,4213368.936,97.81244628
19076,gate 8,1/20/12,12:44,21.0_12,n,0.25,RMS,1,48,,2.014012346,24.6,,
9600,gate 3,1/24/12,9:51,24_12,n,0.575,N,1,48,30585,2.604875,24.6,3183490.674,127.1006777
14354,gate 6,1/24/12,7:47,24_12,n,0.494444444,N,0.5,48,30585,3.65575,24.6,3841871.544,89.18821488
16510,gate 7,1/24/12,8:20,24_12,n,0.531944444,N,0.5,48,30585,2.977777778,24.6,3366723.2,72.64793388
19077,gate 8,1/24/12,8:57,24_12,n,0.564583333,N,1,48,30585,2.734083333,24.6,3280867.191,133.4051901
9601,gate 3,1/25/12,8:46,25_12,n,0.954861111,N,1,48,14852,2.562583333,24.6,5200762.875,125.037124
14355,gate 6,1/25/12,9:14,25_12,n,1.060416667,N,0.5,48,14852,3.665666667,24.6,8261870.148,89.43014876
16511,gate 7,1/25/12,9:53,25_12,n,1.064583333,N,0.5,48,14852,3.1885,24.6,7214644.458,77.7888595
19078,gate 8,1/25/12,10:17,25_12,n,1.055555556,N,1,48,14852,2.18225,24.6,4895921.52,106.4793719
9602,gate 3,1/26/12,8:51,26_12,n,1.003472222,N,1,48,13812,2.392541667,24.6,5102860.718,116.7402149
14356,gate 6,1/26/12,9:55,26_12,n,1.028472222,N,0.5,48,13812,3.617541667,24.6,7907786.912,88.25605785
16512,gate 7,1/26/12,10:59,26_12,n,0.839583333,N,1,48,13812,2.934072581,24.6,5235805.575,143.1633431
19079,gate 8,1/26/12,10:19,26_12,n,1.001388889,N,1,48,13812,2.710166667,24.6,5768297.052,132.2382149
9603,gate 3,1/27/12,8:19,27_12,n,0.977777778,N,1,48,14832,2.285871212,24.6,4750515.84,111.535402
14357,gate 6,1/27/12,9:42,27_12,n,0.826388889,N,1,48,14832,3.023,24.6,5309718.12,147.5024132
16513,gate 7,1/27/12,11:09,27_12,n,1.006944444,N,1,48,14832,2.813125,24.6,6020650.125,137.2619008
19080,gate 8,1/27/12,12:13,27_12,n,1.079166667,N,1,48,14832,2.487625,24.6,5705875.413,121.3796529
9604,gate 3,1/28/12,8:57,28_12,n,1.026388889,N,1,48,14027,2.523907767,24.6,5505975.463,123.150012
14358,gate 6,1/28/12,10:20,28_12,n,1.026388889,N,1,47,14027,3.225541667,24,6864984.84,153.5464463
16514,gate 7,1/28/12,11:44,28_12,n,1.024305556,N,1,48,14027,3.014958333,24.6,6563865.788,147.1100331
19081,gate 8,1/28/12,12:33,28_12,n,1.013888889,N,1,48,14027,2.24244186,24.6,4832372.512,109.4163367
9605,gate 3,1/29/12,8:54,29_12,n,0.997916667,N,1,48,12653,2.403041667,24.6,5096880.212,117.2525455
14359,gate 6,1/29/12,10:09,29_12,n,0.992361111,N,1,48,12653,3.608208333,24.6,7610447.45,176.0567107
16515,gate 7,1/29/12,10:51,29_12,n,0.963194444,N,1,48,12653,3.06425,24.6,6273169.371,149.5151405
19082,gate 8,1/29/12,11:20,29_12,n,0.949305556,N,1,47,12653,2.099127907,24,4132091.302,99.92542764
9606,gate 3,1/30/12,8:26,30_12,n,0.980555556,N,1,48,12020,2.370666667,24.6,4940734.848,115.6728595
14360,gate 6,1/30/12,9:50,30_12,n,0.986805556,N,1,48,12020,3.649041667,24.6,7653485.396,178.0491074
16516,gate 7,1/30/12,10:26,30_12,n,0.982638889,N,1,48,12020,3.014083333,24.6,6295033.605,147.0673388
19083,gate 8,1/30/12,11:14,30_12,n,0.995833333,N,1,46,12020,1.997822581,23.3,4005098.858,92.3291229
9607,gate 3,1/31/12,8:18,31_12,n,0.994444444,N,1,48,11689,2.214333333,24.6,4680285.792,108.0448264
14361,gate 6,1/31/12,9:15,31_12,n,0.975694444,N,1,48,11689,3.518666667,24.6,7296940.56,171.6876694
16517,gate 7,1/31/12,10:11,31_12,n,0.989583333,N,1,48,11689,3.0555,24.6,6426633.15,149.0881983
19084,gate 8,1/31/12,10:53,31_12,n,0.985416667,N,1,48,11689,1.175125,24.6,2461233.506,57.33833058
9608,gate 3,2/1/12,8:18,32_12,n,1,N,1,48,11476,2.12766129,24.6,4522216.413,103.8158038
14362,gate 6,2/1/12,9:15,32_12,n,1,N,1,48,11476,3.32215625,24.6,7061043.78,162.0992603
16518,gate 7,2/1/12,10:01,32_12,n,0.993055556,N,1,48,11476,2.951666667,24.6,6230023.8,144.0218182
19085,gate 8,2/1/12,10:53,32_12,n,1,N,1,48,11476,1.79134375,24.6,3807393.66,87.4057314
9609,gate 3,2/2/12,11:49,33_12,n,1.146527778,N,1,48,11234,2.301833333,24.6,5609282.406,112.3142479
14363,gate 6,2/2/12,10:29,33_12,n,1.051388889,N,1,48,11234,3.351532258,24.6,7489548.482,163.5326153
16519,gate 7,2/2/12,9:24,33_12,n,0.974305556,N,1,48,11234,2.988196721,24.6,6188041.44,145.8042433
19086,gate 8,2/2/12,8:29,33_12,n,0.9,N,1,47,11234,2.152097039,24,4016329.579,102.4469334
9610,gate 3,2/3/12,8:27,34_12,n,0.859722222,N,1,48,10852,2.204416667,24.6,4028104.122,107.5609587
14364,gate 6,2/3/12,9:24,34_12,n,0.788888889,N,1,47,10852,3.322958333,24,5435828.16,158.1838017
16520,gate 7,2/3/12,10:24,34_12,n,1.041666667,N,1,48,10852,2.976166667,24.6,6589233,145.2172562
19087,gate 8,2/3/12,11:12,34_12,n,0.934027778,N,1,46,10852,3.414221311,23.3,6419794.474,157.7878147
9611,gate 3,2/4/12,8:36,35_12,n,1.00625,N,1,48,10439,2.274166667,24.6,4863814.83,110.9642975
14365,gate 6,2/4/12,10:09,35_12,n,1.03125,N,1,47,10439,3.144458333,24,6724109.7,149.6866116
16521,gate 7,2/4/12,10:39,35_12,n,1.010416667,N,1,48,10439,3.049444444,24.6,6548925.9,148.7927273
19088,gate 8,2/4/12,11:10,35_12,n,0.998611111,N,1,45,10439,3.277580645,22.7,6419325.238,147.5723914
9612,gate 3,2/5/12,8:15,36_12,n,0.985416667,N,1,48,10140,2.165333333,24.6,4535169.408,105.6539504
14366,gate 6,2/5/12,9:15,36_12,n,0.9625,N,1,48,10140,3.35125,24.6,6855772.77,163.518843
16522,gate 7,2/5/12,8:20,36_12,n,0.903472222,N,1,48,10140,2.868833333,24.6,5508951.798,139.9800992
19089,gate 8,2/5/12,8:38,36_12,n,0.894444444,N,1,47,10140,3.43875,24,6377918.4,163.6958678
9613,gate 3,2/6/12,9:43,37_12,n,1.061111111,N,1,48,9858,2.219583333,24.6,5005888.44,108.3009917
14367,gate 6,2/6/12,10:47,37_12,n,1.063888889,N,1,47,9858,3.528583333,24,7784337.12,167.9722314
16523,gate 7,2/6/12,9:39,37_12,n,1.054861111,N,1,48,9858,2.9645,24.6,6646539.438,144.648
19090,gate 8,2/6/12,10:43,37_12,n,1.086805556,N,1,46,9858,2.960933243,23.3,6478137.013,136.8391627
9614,gate 3,2/7/12,9:02,38_12,n,0.971527778,N,1,48,9570,2.182881944,24.6,4507485.316,106.5102066
14368,gate 6,2/7/12,8:16,38_12,n,0.895138889,N,1,48,9570,3.454253112,24.6,6571937.618,168.5447138
16524,gate 7,2/7/12,8:02,38_12,n,0.932638889,N,1,48,9570,2.894959016,24.6,5738584.62,141.2548598
19091,gate 8,2/7/12,9:02,38_12,n,0.929861111,N,1,47,9570,3.214490741,24,6198052.467,153.0203857
9615,gate 3,2/8/12,8:07,39_12,n,0.961805556,N,1,48,9425,2.163291667,24.6,4422330.623,105.5543306
14369,gate 6,2/8/12,8:45,39_12,n,1.020138889,N,1,48,9425,3.36765625,24.6,7301900.458,164.3193595
16525,gate 7,2/8/12,9:18,39_12,n,1.052777778,N,1,48,9425,3.091574367,24.6,6917756.269,150.848389
19092,gate 8,2/8/12,9:52,39_12,n,1.034722222,N,1,48,9425,2.834708333,24.6,6234203.955,138.3150248
9616,gate 3,2/9/12,8:13,40_12,n,1.004166667,N,1,47,9848,2.314570064,24,4819490.369,110.1811865
14370,gate 6,2/9/12,9:02,40_12,n,1.011805556,N,1,48,9848,3.398055556,24.6,7307627.21,165.8026446
16526,gate 7,2/9/12,9:52,40_12,n,1.023611111,N,1,48,9848,3.00264658,24.6,6532629.963,146.5093009
19093,gate 8,2/9/12,10:29,40_12,n,1.025694444,N,1,47,9848,3.559880952,24,7571439.6,169.4621015
9617,gate 3,2/10/12,11:59,41_12,n,1.156944444,N,1,48,10653,2.291953125,24.6,5635949.406,111.8321591
14371,gate 6,2/10/12,10:02,41_12,n,1.041666667,N,1,48,10653,3.266666667,24.6,7232400,159.3917355
16527,gate 7,2/10/12,9:17,41_12,n,0.975694444,N,1,48,10653,2.907540323,24.6,6029598.97,141.8687443
19094,gate 8,2/10/12,8:38,41.0_12,pb,0.928472222,N,1,46,,3.254566563,23.3,,
14372,gate 6,2/14/12,9:30,45_12,n,0.926388889,N,1,47,12581,3.203846154,24,6154460.308,152.5136682
16528,gate 7,2/14/12,10:51,45_12,n,1.032638889,N,1,48,12581,3.068333333,24.6,6734414.82,149.7143802
19095,gate 8,2/14/12,11:43,45_12,n,1.085416667,N,1,46,12581,3.725945724,23.3,8141467.126,172.1941197
9618,gate 3,2/15/12,9:04,46_12,n,0.731944444,N,1,48,11472,2.343888889,24.6,3646397.32,114.366281
14373,gate 6,2/15/12,9:34,46_12,pb,1.002777778,N,1,47,11472,3.216257225,24,6687756.624,153.1044762
16529,gate 7,2/15/12,10:11,46_12,n,0.972222222,N,1,48,11472,3.022541667,24.6,6245780.1,147.4800496
19096,gate 8,2/15/12,10:46,46_12,n,0.960416667,N,1,47,11472,3.800416667,24,7568605.8,180.9123967
9619,gate 3,2/16/12,8:57,47_12,n,0.995138889,N,1,48,11032,2.206014493,24.6,4665958.902,107.638922
14374,gate 6,2/16/12,8:24,47_12,n,0.951388889,N,1,48,11032,3.507083333,24.6,7091743.35,171.1224793
16530,gate 7,2/16/12,9:22,47_12,n,0.665972222,N,1,48,11032,3.090725806,24.6,4374872.927,150.8069848
19097,gate 8,2/16/12,9:44,47_12,n,0.956944444,N,1,46,11032,4.072941617,23.3,7846293.94,188.2304919
9620,gate 3,2/17/12,8:37,48_12,n,0.986111111,N,1,48,10836,2.293958333,24.6,4807953.15,111.93
14375,gate 6,2/17/12,8:45,48_12,n,1.014583333,N,1,48,10836,3.182142857,24.6,6862087.414,155.2675325
16531,gate 7,2/17/12,9:06,48_12,n,0.988888889,N,1,48,10836,3.019041667,24.6,6345494.232,147.3092727
19098,gate 8,2/17/12,9:27,48_12,n,0.988194444,N,1,48,10836,3.559975166,24.6,7477186.719,173.7032511
9621,gate 3,2/18/12,8:33,49_12,n,0.997222222,N,1,48,10688,2.364215686,24.6,5011040.259,115.3580943
14376,gate 6,2/18/12,9:29,49_12,n,1.030555556,N,1,48,10688,3.759583333,24.6,8234931.18,183.4428099
16532,gate 7,2/18/12,8:56,49_12,n,0.993055556,N,1,48,10688,3.019261696,24.6,6372695.276,147.3200087
19099,gate 8,2/18/12,10:15,49_12,n,1.033333333,N,1,48,10688,3.759583333,24.6,8257127.76,183.4428099
9622,gate 3,2/19/12,8:37,50_12,n,1.002777778,N,1,48,10383,2.368586957,24.6,5048273.598,115.5713834
14377,gate 6,2/19/12,8:40,50_12,n,0.965972222,N,1,48,10383,3.298458333,24.6,6772117.58,160.9429587
16533,gate 7,2/19/12,9:31,50_12,n,1.024305556,N,1,48,10383,3.040694006,24.6,6619894.921,148.3657637
19100,gate 8,2/19/12,9:26,50_12,n,0.965972222,N,1,46,10383,3.505568182,23.3,6816990.987,162.0093989
9623,gate 3,2/20/12,8:40,51_12,n,1.002083333,N,1,48,10435,2.29342803,24.6,4884698.972,111.9041247
14378,gate 6,2/20/12,9:22,51_12,n,1.029166667,N,1,47,10435,3.221721311,24,6875411.016,153.3645847
16534,gate 7,2/20/12,9:54,51_12,n,1.015972222,N,1,48,10435,3.075961538,24.6,6642194.435,150.0865861
19101,gate 8,2/20/12,10:41,51_12,n,1.052083333,N,1,45,10435,3.602222222,22.7,7432933.4,162.1893113
9624,gate 3,2/21/12,8:52,52_12,n,1.008333333,N,1,47,10478,2.375625,24,4967146.8,113.0876033
14379,gate 6,2/21/12,9:54,52_12,n,1.022222222,N,1,48,10478,3.35469697,24.6,7288656.175,163.6870323
16535,gate 7,2/21/12,10:54,52_12,n,1.041666667,N,1,48,10478,3.028666667,24.6,6705468,147.7789091
19102,gate 8,2/21/12,11:26,52_12,n,1.03125,N,1,47,10478,3.486,24,7454462.4,165.945124
9625,gate 3,2/22/12,8:41,53_12,n,0.992361111,N,1,47,10600,2.419666667,24,4979093.28,115.1841322
14380,gate 6,2/22/12,9:37,53_12,n,0.988194444,N,1,48,10600,3.493269231,24.6,7337081.042,170.4484425
16536,gate 7,2/22/12,10:35,53_12,n,0.986805556,N,1,48,10600,3.156125,24.6,6619643.951,153.9980331
19103,gate 8,2/22/12,11:22,53_12,n,0.997222222,N,1,46,10600,3.759668285,23.3,7547639.352,173.7526037
9626,gate 3,2/23/12,8:39,54_12,n,0.998611111,N,1,48,11976,2.39575,24.6,5084950.626,116.8967603
14381,gate 6,2/23/12,9:36,54_12,n,0.999305556,N,1,48,11976,3.556583333,24.6,7554054.963,173.5377521
16537,gate 7,2/23/12,10:47,54_12,n,1.008333333,N,1,48,11976,3.284929907,24.6,7040104.099,160.2828609
19104,gate 8,2/23/12,11:36,54_12,pb,1.009722222,N,1,45,11976,3.89719697,22.7,7717806.225,175.4704884
9627,gate 3,2/24/12,8:58,55_12,n,1.013194444,N,1,48,12155,2.3113125,24.6,4977374.488,112.7767686
14382,gate 6,2/24/12,11:10,55_12,n,1.065277778,N,1,48,12155,3.229015152,24.6,7311084.442,157.5545905
16538,gate 7,2/24/12,12:23,55_12,n,1.066666667,N,1,48,12155,3.12046875,24.6,7074527.04,152.2582438
19105,gate 8,2/24/12,13:42,55_12,n,1.0875,N,1,47,12155,3.818208333,24,8610212.52,181.7593388
9628,gate 3,2/25/12,9:56,56_12,n,1.040277778,N,1,48,12161,2.228686869,24.6,4927733.644,108.7451841
14383,gate 6,2/25/12,11:30,56_12,n,1.013888889,N,1,48,12161,3.374318182,24.6,7271520.709,164.6444177
16539,gate 7,2/25/12,12:48,56_12,n,1.017361111,N,1,48,12161,3.151166667,24.6,6813893.73,153.7560992
19106,gate 8,2/25/12,13:51,56_12,n,1.00625,N,1,47,12161,3.69108871,24,7701678.058,175.7080245
9629,gate 3,2/26/12,8:43,57_12,n,0.949305556,N,1,47,10770,2.349233871,24,4624419.89,111.8312983
14384,gate 6,2/26/12,10:06,57_12,n,0.941666667,N,1,48,10770,3.3075,24.6,6619815.72,161.3841322
16540,gate 7,2/26/12,11:10,57_12,n,0.931944444,N,1,48,10770,3.312016129,24.6,6560415.052,161.6044895
19107,gate 8,2/26/12,12:04,57_12,n,0.925694444,N,1,47,10770,3.857583333,24,7404708.36,183.633719
9630,gate 3,2/27/12,8:47,58_12,n,1.002777778,N,1,48,11028,2.280833333,24.6,4861240.44,111.2895868
14385,gate 6,2/27/12,10:05,58_12,n,0.999305556,N,1,47,11028,3.352827869,24,6947595.797,159.6056903
16541,gate 7,2/27/12,11:05,58_12,n,0.996527778,N,1,48,11028,3.322958333,24.6,7038225.128,162.1383967
19108,gate 8,2/27/12,11:51,58_12,n,0.990972222,N,1,47,11028,3.981515152,24,8181535.855,189.5332832
9631,gate 3,2/28/12,8:59,59_12,n,1.008333333,N,1,48,12581,2.32575,24.6,4984435.764,113.4812231
14386,gate 6,2/28/12,9:31,59_12,n,0.976388889,N,1,48,12581,3.413083333,24.6,7083021.666,166.5359008
16542,gate 7,2/28/12,10:06,59_12,n,0.959027778,N,1,48,12581,3.206875,24.6,6536752.898,156.4742975
19109,gate 8,2/28/12,10:22,59_12,n,0.938194444,N,1,47,12581,3.944208333,24,7673220.66,187.7573554
9632,gate 3,2/29/12,8:04,60_12,n,0.961805556,N,1,48,11472,2.298625,24.6,4698987.143,112.1577025
14387,gate 6,2/29/12,8:35,60_12,n,0.961111111,N,1,48,11472,3.419609375,24.6,6985523.318,166.8543285
16543,gate 7,2/29/12,9:01,60_12,n,0.954861111,N,1,48,11472,3.27425,24.6,6645090.375,159.7617521
19110,gate 8,2/29/12,9:32,60_12,pb,0.965277778,N,1,47,11472,3.873916667,24,7754031.6,184.4112397
9633,gate 3,3/1/12,7:37,61_12,n,0.98125,N,1,48,11032,2.156291667,24.6,4497136.025,105.2127769
14388,gate 6,3/1/12,8:39,61_12,n,1.002777778,N,1,47,11032,3.474916667,24,7225602.72,165.4175207
16544,gate 7,3/1/12,9:41,61_12,n,1.027777778,N,1,47,11032,3.108583333,24,6625012.8,147.978843
19111,gate 8,3/1/12,10:32,61_12,n,1.041666667,N,1,46,11032,3.634593023,23.3,7621741.57,167.972266
9634,gate 3,3/2/12,8:41,62_12,n,1.044444444,N,1,48,10836,2.273833333,24.6,5047691.712,110.9480331
14389,gate 6,3/2/12,9:30,62_12,n,1.035416667,N,1,48,10836,3.422416667,24.6,7531767.117,166.9913058
16545,gate 7,3/2/12,10:33,62_12,n,1.036111111,N,1,47,10836,2.928041667,24,6290838.96,139.3844628
19112,gate 8,3/2/12,11:25,62_12,n,1.036805556,N,1,47,10836,3.777034884,24,8120322.837,179.7993465
9635,gate 3,3/3/12,8:41,63_12,n,1,N,1,47,10688,2.337708333,24,4847472,111.2826446
14390,gate 6,3/3/12,9:40,63_12,n,1.006944444,N,1,48,10688,3.440988372,24.6,7364403.314,167.8974822
16546,gate 7,3/3/12,10:23,63_12,n,0.993055556,N,1,48,10688,3.108291667,24.6,6560609.055,151.6640826
19113,gate 8,3/3/12,11:11,63_12,n,0.990277778,N,1,46,10688,3.593828616,23.3,7164469.85,166.088344
9636,gate 3,3/4/12,8:46,64_12,n,1.003472222,N,1,48,10383,2.251931818,24.6,4802965.22,109.8793839
14391,gate 6,3/4/12,10:01,64_12,n,1.014583333,N,1,48,10383,3.36775,24.6,7262337.339,164.3239339
16547,gate 7,3/4/12,9:40,64_12,n,0.970138889,N,1,48,10383,3.065125,24.6,6320201.927,149.5578347
19114,gate 8,3/4/12,10:29,64_12,n,0.970833333,N,1,47,10383,3.614384058,24,7276188.835,172.0566295
9637,gate 3,3/5/12,10:00,65_12,n,0.89375,N,1,48,10435,2.45,24.6,4654049.4,119.5438017
14392,gate 6,3/5/12,10:33,65_12,n,1.022222222,N,1,47,10435,3.472291667,24,7360147.2,165.292562
16548,gate 7,3/5/12,10:59,65_12,n,1.054861111,N,1,48,10435,2.958333333,24.6,6632713.5,144.3471074
19115,gate 8,3/5/12,11:19,65_12,n,1.034722222,N,1,46,10435,3.558549383,23.3,7412529.535,164.4579186
9638,gate 3,3/6/12,8:31,66_12,n,0.938194444,N,1,47,10478,2.339166667,24,4550708.4,111.3520661
14393,gate 6,3/6/12,8:36,66_12,n,0.91875,N,1,48,10478,3.31275,24.6,6468965.937,161.6402975
16549,gate 7,3/6/12,9:07,66_12,n,0.922222222,N,1,48,10478,2.718625,24.6,5328852.984,132.6509256
19116,gate 8,3/6/12,9:17,66_12,n,0.915277778,N,1,46,10478,3.517990654,23.3,6482122.932,162.583502
9639,gate 3,3/7/12,8:26,67_12,n,0.996527778,N,1,48,10600,2.303,24.6,4877892.18,112.3711736
14394,gate 6,3/7/12,9:12,67_12,n,1.025,N,1,48,10600,3.382458333,24.6,7368942.546,165.0416033
16550,gate 7,3/7/12,9:56,67_12,n,1.034027778,N,1,48,10600,2.881375,24.6,6332582.246,140.5920496
19117,gate 8,3/7/12,10:33,67_12,n,1.052777778,N,1,47,10600,3.383958333,24,7387316.4,161.0876033
9640,gate 3,3/8/12,8:40,68_12,n,1.009722222,N,1,47,11976,2.257916667,24,4727535.6,107.4842975
14395,gate 6,3/8/12,9:20,68_12,n,1.005555556,N,1,48,11976,3.300438596,24.6,7053855.789,161.0395824
16551,gate 7,3/8/12,10:26,68_12,n,1.020833333,N,1,48,11976,2.866208333,24.6,6218869.545,139.8520165
19118,gate 8,3/8/12,11:19,68_12,n,1.031944444,N,1,46,11976,3.452076923,23.3,7171441.258,159.5373071
